,rel_time(s),mean,std,max,min,ptp,skewness,kurtosis,signal_energy,fft_mean,fft_max,fft_freq_max,energy_band_0.1_1Hz,energy_band_1_3Hz,energy_band_3_5Hz,energy_band_5_10Hz,evid,label
102,3060,-0.06061841160469693,40.31559481155057,119.05587966953914,-130.3313716986979,249.38725136823703,-0.04918633405013105,0.21246390922659675,975210.5157605691,713.8014627383127,4830.633469471913,1.0,24337184.0306952,84811599.51937748,114557748.51553717,93327667.54795334,evid0005,0
103,3090,-0.07776590794749857,48.87052336303284,149.9604081135335,-149.22534610903296,299.18575422256646,-0.023890709506862225,-0.14191205576049004,1433000.4607879065,750.262649637484,10214.235648360378,4.066666666666666,28176586.10885122,97806905.04859447,246907537.9431322,85033274.43147525,evid0005,0
104,3120,0.05856100623424484,38.37977745491822,130.39347407596452,-109.61964401655615,240.01311809252067,0.15561911186157268,-0.1563910909554984,883806.4481282999,656.9383514348191,5332.5642259772585,1.0,28945556.832247294,87610919.69364946,98442912.20937309,80471501.25214566,evid0005,0
105,3150,0.03634451852054826,36.73996945345464,113.68754147673484,-98.46880612769097,212.1563476044258,0.044383413283913375,-0.45537873574360344,809896.0058188841,621.0944762603337,7118.031851863611,4.066666666666666,21046842.723759927,65468707.87385912,95882565.49268158,82098717.44849655,evid0005,0
106,3180,0.011656887661144021,44.02492827669117,117.1811552401434,-155.2968471063237,272.47800234646706,-0.11643096968201141,-0.2771877894835031,1162916.667390499,698.3851785524298,8529.564555384644,4.066666666666666,22920074.432863135,85206760.6760455,187398322.51257607,77081529.47256659,evid0005,0
107,3210,0.0208045804978682,40.54744963139633,143.23973317481352,-101.49609249179437,244.7358256666079,0.16960017428313534,0.05142270692863882,986457.6626647154,660.8743495347916,6366.580645053653,4.066666666666666,25097032.385680128,83527190.3772315,142912017.42263612,71435455.54828975,evid0005,0
108,3240,-0.04282072476633014,45.58661719846984,115.65613564526478,-135.17868968204309,250.83482532730787,-0.13586695638982502,-0.2882049073036952,1246884.9007285773,749.4347689176631,6952.23139225532,4.066666666666666,24919400.354867265,83180968.03004152,199327344.55288035,94678174.40108158,evid0005,0
109,3270,0.012725718213331223,42.69215993183973,120.7510982245975,-124.67886985587424,245.42996808047172,0.04468228884217554,0.056266869315336976,1093572.4089538115,740.5468396507039,4640.085136855851,4.066666666666666,21493373.122988604,90929997.39298779,133444831.95997477,102893589.31436908,evid0005,0
110,3300,-0.07848090510937178,40.37976080366473,136.2256173614736,-107.29157213133458,243.5171894928082,0.06040068128703409,-0.23201948049982546,978318.7450881873,696.9739279467051,4551.503136756086,1.0,21204466.016682286,87466162.68611655,118422831.25944763,87669278.65639651,evid0005,0
111,3330,0.2054081273872468,43.17875842521722,125.87903725079735,-106.47795952620856,232.35699677700592,-0.013725188243800162,-0.12253573053012712,1118668.422985238,703.5263435081356,6122.557382672761,4.066666666666666,24746412.642233796,76960900.36909178,154543451.5714019,104510644.86278573,evid0005,0
112,3360,-0.16754651709667012,41.045864624474746,105.73710448051318,-129.19869312816468,234.93579760867786,-0.19429951471504445,0.06529976200781684,1010874.6447636595,701.4394941019154,4493.757369116761,1.0,21587261.380454637,86094046.43036987,129036140.4326024,87379108.05775994,evid0005,0
113,3390,0.08342474162709687,44.55343355751378,153.1057466293127,-163.8085035133468,316.9142501426595,0.0673968747263946,0.22186301920134932,1191009.2408707864,747.586308252495,6608.650684127081,4.0,20568873.65378423,86191684.8352562,176574259.626557,95189419.26298308,evid0005,0
114,3420,-0.043508358386911826,37.66329567293792,106.4732996386831,-116.60476505980785,223.07806469849095,0.04754489067952039,-0.10462562943756781,851115.4403546362,683.0838345796368,4631.542047283392,6.566666666666666,18820999.274860177,75850664.5476316,76500528.96269105,103828685.28423531,evid0005,0
115,3450,-0.14487772236364047,40.00219178798854,121.4091272410162,-131.67362315142162,253.08275039243782,0.06785750992953235,-0.0915312131935031,960117.8024384726,690.3332462505824,5201.287927625955,4.033333333333333,26351379.88572512,85786220.77641466,109339876.07574877,94030393.61169606,evid0005,0
116,3480,0.09257075241618513,41.449228793327556,129.22186809847537,-122.81250929810211,252.0343773965775,-0.03563121451457176,0.15620486208666495,1030828.2821434904,723.014391201526,5849.240464925126,4.066666666666666,20202363.90466145,80868590.67005801,114456593.03195032,113811913.76968387,evid0005,0
117,3510,-0.06078715811551466,51.37384308211595,184.2016614564298,-171.9163025081167,356.1179639645465,0.15740828178349392,0.2605746780376328,1583565.2688626787,843.5458533763186,10043.443297121423,4.066666666666666,35326025.650851876,118379321.21832073,239799919.43534154,116791283.40141325,evid0005,0
118,3540,0.045026924096134166,51.703149166720166,167.3864728043248,-164.40578374387553,331.7922565482003,-0.05631003633617243,-0.10157846709355445,1603930.5967080055,845.3531413961538,8025.940913664775,4.0,27274583.78415413,110994010.22516231,248723979.16215274,122669543.05912058,evid0005,0
119,3570,0.0010099023516788404,24.835246513523998,95.02907936711102,-80.97312446221835,176.00220382932937,0.18879586410155894,1.8382483754494032,370073.6822444452,410.16459384965435,4542.029617788137,4.033333333333333,4871573.187422531,20759404.015741624,61731483.06769414,28428380.425065912,evid0005,0
120,0,0.11801739173548997,24.932459374596387,136.6885847676735,-131.52188268247818,268.21046745015167,0.4230429482550622,5.180320193701581,372984.87514239084,425.5125565546407,3511.8651160030704,3.933333333333333,3898999.182414529,14136878.085707024,56433642.34156307,41607143.866166435,evid0006,0
121,30,-0.08099968062474848,60.58015900986738,197.6294632083195,-184.96250831909666,382.59197152741615,0.04632879764389362,0.20517700202529898,2201977.335965446,962.4055323469746,9329.988864058347,3.966666666666667,21120920.66283088,71567904.06815794,328490818.0661629,260750167.27545935,evid0006,0
122,60,-0.054321956180819246,40.6380069895112,143.30880923112662,-186.2033887708734,329.512198002,-0.10140828307894686,1.0119595501924454,990870.3377726906,695.8812778077029,6004.292973966624,6.266666666666667,24121701.206253797,52143971.30428097,103545306.60161614,142890964.87602928,evid0006,0
123,90,-0.021769747010012826,44.01389552469964,156.101319450654,-179.16232550578167,335.26364495643566,-0.09147752223703301,0.7088978189437656,1162334.0839086364,752.4367152769717,6050.726460858783,6.3,25244259.839288518,68844403.04181959,98392840.45460449,182190288.16929886,evid0006,0
124,120,-0.012530990873885865,44.16868576363371,143.32753878092905,-144.37593968750136,287.7034784684304,-0.02484890239287245,0.3454345765747493,1170523.7754674111,786.876660871528,4970.500981160961,3.966666666666667,23426327.83640723,82225306.89035,139626870.59108937,129770056.48389283,evid0006,0
125,150,0.060556811815585074,33.58828377680105,131.9384062546099,-146.04246050153455,277.98086675614445,-0.057425928225463836,0.6664636409906555,676905.8845190243,603.8279693309318,4444.7663711138775,1.0,20217272.420712322,49037995.045127325,56390680.774233125,99058572.29478168,evid0006,0
126,180,-0.20358072874472719,44.482821612771396,174.89494025163,-153.09234353352394,327.987283785154,0.055438513216243455,0.9353677298564245,1187257.7182480546,784.0324105164791,5862.899051961694,3.8333333333333335,26553370.84908822,72526670.52686122,162650742.62851512,121632009.52979186,evid0006,0
127,210,0.14160631557787484,63.79796265178944,200.10733252003516,-219.7639470679336,419.87127958796873,-0.03969448974656595,0.26325662181662324,2442120.0545206387,1027.8881237879361,10539.56566373372,3.8333333333333335,19886557.761026304,98469086.05269511,340014369.7548089,297024905.20483565,evid0006,0
128,240,0.1698244795751721,70.59580791687962,250.9243200611073,-230.54560413435593,481.46992419546325,-0.03136096012371142,0.7705678045863715,2990278.161474496,1176.9755158618718,9476.518501116921,3.8666666666666667,27553360.463613242,147739795.1611908,454178551.54275715,295817253.38860226,evid0006,0
129,270,-0.14286033776919047,220.1361838498272,708.133401924899,-769.6237195012634,1477.7571214261625,-0.052112392642399315,0.38154695440614717,29075975.909424625,3019.9314268293647,56499.33287480431,3.8333333333333335,27765865.699546084,508084846.6524263,5795368129.594229,2454383716.3843513,evid0006,0
130,300,0.0944261899257019,101.47821213654515,308.97862526403753,-347.6008316492555,656.579456913293,0.08664404090279829,0.6922677369127204,6178701.872841002,1546.2196464658925,16781.32959346866,3.8333333333333335,30435173.200288225,194658445.31806228,1175523139.1408515,482561336.9806161,evid0006,0
131,330,-0.1989231116263861,99.91004071155616,347.5474541655607,-454.5964613645455,802.1439155301061,-0.0860819814303108,0.8335031737804584,5989233.483233491,1656.1926156075924,13498.944484191736,3.8666666666666667,37551819.45202328,268976608.3801497,993432985.4634244,549594846.5395364,evid0006,0
132,360,0.10208607225666023,120.29986923054504,330.3098771206274,-334.3566717258031,664.6665488464305,-0.0029237207835261423,-0.24071448461454015,8683241.37507143,1672.5203483505672,30340.28548884297,3.8333333333333335,31251075.09952839,284321694.1883034,1632068877.668681,692686529.4324702,evid0006,0
133,390,-0.4085972187427252,156.65034000971673,591.2580261856881,-703.6793261247628,1294.937352310451,0.005712607878456361,1.5852632776862432,14723697.586108211,2601.030059260454,23587.64729632958,3.966666666666667,44394856.72008468,563632558.4445796,2807266551.471545,1097430648.3731685,evid0006,0
134,420,0.3853421437308175,150.93390269064733,479.82393116213063,-470.7044509637573,950.5283821258879,0.07589091004116946,0.44952364375853815,13668714.881998522,2426.671068112591,22451.323709653883,3.8333333333333335,13166485.933691183,520466414.5382172,2109626779.1873972,1472675801.310918,evid0006,0
135,450,0.1272514822052591,97.56184595134988,294.87859412683554,-298.20328826314244,593.081882389978,0.040606156909793946,-0.07837891310224476,5710997.987024788,1586.152920477315,12445.813797312807,3.8333333333333335,26304939.766185235,257418919.565598,853559328.3889804,625104101.5743021,evid0006,0
136,480,-0.08167245847016588,60.315169380042704,226.52886404005034,-214.47872675647463,441.00759079652494,-0.04776392602908959,1.020945504880431,2182755.796640228,1030.5334188212294,6754.730930941834,3.9,21107911.304084107,115908643.27470444,267802272.8719267,271165398.2830361,evid0006,0
137,510,-0.06214882713247815,41.44924088051826,142.92755075531346,-125.47160493866348,268.3991556939769,0.0580456565201878,0.1285718426730864,1030826.0592287639,761.939024468597,4795.804381856942,1.0,24017454.064682245,69554036.1522202,80964418.27786304,159568830.19862872,evid0006,0
138,540,0.09117070340982414,74.04249426844169,219.69564345393783,-271.860485788157,491.5561292420948,-0.1771882616050567,0.0834663589784923,3289379.561753629,1259.1993871193538,9484.849828649069,3.8333333333333335,31271982.03468176,152390236.2068344,390999707.3550165,447648879.420766,evid0006,0
139,570,0.5381221967061425,229.51222549358235,1160.9882632812883,-1171.8607100716636,2332.848973352952,-0.056569448155176914,6.5097848326591805,31605690.735909346,3612.051270512855,33929.122159030594,6.3,43753167.10019413,824857692.1087346,3510899220.0565243,5156462830.324363,evid0006,0
140,600,-1.1238204865096415,362.032015966658,1188.8200134139433,-1052.931303543696,2241.7513169576396,-0.07298813215458236,-0.03781623733465711,78641066.13442105,5687.408546718956,48061.93754788213,6.3,86384049.43329404,1491270048.629222,9871016876.610607,12366709637.75935,evid0006,0
141,630,0.8231289883126105,331.83114960964446,1509.7720810911128,-1149.3943593747867,2659.1664404658995,0.12458960791907157,0.8328412255278081,66067553.635553785,4486.544657667553,63650.61915746353,3.933333333333333,59543224.26204284,1354612524.804091,14396690513.753862,4114374940.363591,evid0006,0
142,660,-0.2168715024975474,216.45181407042716,732.1960520700296,-602.8882502953713,1335.084302365401,0.13460840102770974,0.006603862266724825,28110860.908576414,3099.5953828464603,46155.270009955944,3.966666666666667,18089842.06500301,611149904.1108748,5324182979.886732,2507032935.733477,evid0006,0
143,690,-0.0060389588928640115,228.01717434139266,786.0617022068914,-947.0466464970477,1733.108348703939,-0.04492536345878889,0.9603162743598288,31195099.098661248,2830.5038389508522,57699.00722082845,3.966666666666667,27887789.25942394,553843900.1103826,6663276841.457401,2155433057.580884,evid0006,0
144,720,0.2181896247253539,167.65842467194247,515.0436161324358,-434.2807498873273,949.3243660197631,0.10915594357970043,0.007073459332846976,16865636.982113846,2893.8694663016067,22840.438241431355,6.3,27084373.07344809,797340862.1538529,2223920618.836536,2071451080.8821561,evid0006,0
145,750,-0.3922284223098579,183.43295071138218,560.4982093961053,-593.8350123855873,1154.3332217816926,0.00739248270709501,0.2624081063445187,20188680.74989178,2627.364092031508,33173.77162099985,3.966666666666667,46620730.255181834,414687679.7422088,4168235834.7270384,1483062567.0307796,evid0006,0
146,780,0.22136030289792544,117.7814988602779,357.1034751662352,-376.5937089146146,733.6971840808499,0.07085699372008258,0.3393917668303361,8323518.284494407,1705.6677128936517,23322.02980051845,3.8333333333333335,19148001.410743855,179090345.7122191,1633776654.2126286,687801565.7037005,evid0006,0
147,810,-0.25716866940894273,64.37656820857254,196.6581832439022,-190.25446563939477,386.9126488832969,0.11097861247362334,-0.1983432861227694,2486645.202022511,1035.6229570127034,9963.635271056935,4.0,21219650.47490193,117279048.07715517,409588189.809939,218862929.87626863,evid0006,0
148,840,0.00029163173523935864,65.33691823096305,185.13994117250255,-195.31131365094134,380.4512548234439,0.003789297400136315,-0.14614838130891572,2561347.73040276,1044.743648013057,12420.007605927973,6.3,37793997.82101681,118537855.54199632,270214975.2532603,379234138.6333588,evid0006,0
149,870,0.3757442092602484,95.91026834000446,279.244600087669,-278.7112074772515,557.9558075649205,0.04480934554430453,-0.23509301952227357,5519352.454057472,1330.9704062114768,20965.412820159294,3.966666666666667,31026967.882313717,133699257.70703363,1017225920.8969299,502977135.31520534,evid0006,0
150,900,0.1373098081841274,189.75060979125084,580.4213411923024,-978.7457640688128,1559.1671052611152,-0.16665819261582027,1.4424169662111082,21603187.662080977,3061.557592430545,21616.576403961964,3.8333333333333335,58428057.976217404,736008666.7705201,3191209589.3802385,2568004591.40785,evid0006,0
151,930,-0.21837681580584606,182.34573986243862,542.5022436774411,-757.3706056218589,1299.8728492993,-0.09818192274331637,0.25185237856146525,19950009.92064829,2714.819490578837,35755.115889469045,6.3,21630992.986401767,697392146.738179,2609847805.7400594,2697309122.1073112,evid0006,0
152,960,-0.510239030996702,249.1766224514533,1024.6885008666516,-773.8559167660444,1798.544417632696,0.04154031278692539,0.5321966176452491,37253549.71210972,4001.1931365537853,32624.416283581002,3.8333333333333335,40636633.20887036,919353096.6719987,6399781571.197713,3864840678.3942957,evid0006,0
153,990,0.0939770326424294,246.19185217293742,696.2731032043616,-883.3708593030904,1579.643962507452,-0.028610106757509336,0.2285263685725254,36366262.14481448,3516.235768475685,45499.503294994174,3.966666666666667,32927118.240761325,845283053.8084105,5270966803.663215,4806041863.9124775,evid0006,0
154,1020,-0.2786553846757657,199.4838298745418,669.2097344347574,-629.6272642791623,1298.8369987139197,0.12262289587964313,-0.21880678669404396,23876325.61814313,2909.759414669568,30787.562964845132,3.8333333333333335,33944015.20837049,500550966.26461446,4895311754.357805,1764292404.46821,evid0006,0
155,1050,0.5998250471898185,180.25512613807732,558.8031914604035,-540.1457899792122,1098.9489814396156,0.06349698687072253,-0.1577066148967563,19495362.17348484,2420.9247367445464,43842.00119293285,6.3,26386715.775447667,441276486.3826533,2359874690.8391485,3058331170.504764,evid0006,0
156,1080,-0.1757600820126339,86.66864629173844,264.6998337401441,-251.8120993149472,516.5119330550913,0.12001627789075324,0.06941519931543194,4506891.084989337,1345.2773647703236,15838.99925290089,6.3,19954485.540812973,153805360.6650738,618303688.5973917,588271837.7727051,evid0006,0
157,1110,-0.013698668801311365,57.028056142275176,152.23325448107056,-187.43801520318544,339.671269684256,-0.16179445183684324,-0.19337081107403797,1951319.6250120099,910.8573865827917,8060.551608354177,3.966666666666667,29722527.99259309,96377259.51646894,275340454.39131296,213562231.20104143,evid0006,0
158,1140,0.22322306999998057,66.58406940275556,227.48203236910825,-266.4793937022039,493.96142607131213,0.050483411563403684,0.6955355720463157,2660092.87606197,1134.2984412003407,8187.429678101326,3.966666666666667,25638116.963741675,149960019.2200611,395536590.0274406,251392622.3461578,evid0006,0
159,1170,-0.3231712437350775,135.7916227918761,413.9913755906599,-369.40753048301576,783.3989060736757,0.05985866537060286,-0.2307133817557303,11063681.556062365,1583.7414069577744,37425.36904637667,6.3,29676525.950137652,174694856.42573288,1377784958.000731,1765567828.1751163,evid0006,0
160,1200,-0.05692186808490973,125.24410946687236,422.5124643592039,-402.99952915119826,825.5119935104021,0.04512226445574272,0.15547071855321803,9411654.117749384,1590.5920664774646,34136.41596300951,3.966666666666667,15856419.83984686,275906394.34820926,1870321746.6320105,691504986.4831896,evid0006,0
161,1230,0.0043902240263612195,138.10348939013448,508.4260135634795,-461.34907356799033,969.7750871314698,0.08610363745296624,0.5516595623449865,11443544.280603034,2095.61310140582,20537.70779590358,6.3,40686965.64344102,331264931.3433409,1918489631.7146838,1193471627.235945,evid0006,0
162,1260,0.2650985419979662,57.15904664596773,186.13488468563008,-207.10435186717623,393.23923655280635,-0.15354080137019147,0.7095666137222469,1960336.13442773,928.0928730834887,7540.660279453258,3.966666666666667,33825381.51433453,97140276.51965153,278106289.9905234,214084713.77119145,evid0006,0
163,1290,0.08941633195845242,42.27394666884697,166.60917665628585,-135.97315368013406,302.5823303364199,0.1539051338174354,0.5473631097876526,1072256.737344563,675.1134330996222,5324.33138783438,3.8666666666666667,25962235.043701045,51607084.65372583,187788580.3525029,82933001.54120323,evid0006,0
164,1320,0.03601901492626366,50.481979296191746,167.60726205572465,-225.07293910712383,392.68020116284845,-0.16175682375995326,1.1880391642050219,1529058.918618341,876.019019015565,6551.408994737215,6.3,23165828.366414547,89198055.06920658,156733981.04286128,212961228.4060483,evid0006,0
165,1350,-0.14632668020822795,49.778500035037716,132.98252290595957,-149.4070033182328,282.38952622419237,0.023657881618045024,-0.0681949777871087,1486752.2863413543,871.638196049758,6275.601062107769,3.933333333333333,30275415.911964167,131900771.39013876,193109703.55749416,120781456.75792015,evid0006,0
166,1380,0.11235040082862083,47.67876331224649,156.436018344959,-126.48043064174851,282.9164489867075,0.055428070462537234,-0.14620928998914362,1363966.2561586732,743.1060416747077,7236.253737253569,3.966666666666667,25308999.028875176,72713777.23810868,205565327.6715312,129431785.69969842,evid0006,0
167,1410,-0.15445110455044864,40.28951729716399,149.6745631307587,-134.23935204001987,283.9139151707786,0.17252061468390537,0.4490357302061243,973961.4355093039,688.0354502645301,5649.656565295118,3.966666666666667,21654421.964863446,61075409.02323658,110715623.3620929,119416360.80750397,evid0006,0
168,1440,0.07049366883336158,33.85037787955776,103.82867922577599,-109.6417293552064,213.4704085809824,-0.08116362125180739,-0.013287196159929238,687511.8311677193,596.7396266251584,4861.301164231781,1.0,24746767.552812546,59088012.09423695,54655828.71434465,93043302.89194882,evid0006,0
169,1470,0.0016238717196020976,102.1314733635218,324.14485044999645,-324.68540989532806,648.8302603453245,-0.05817175999691213,0.31008077307818027,6258502.712424435,1525.1929131356699,16160.400124067717,3.8333333333333335,38014584.35395794,325566871.94662815,1204586053.9486969,353792210.5340312,evid0006,0
170,1500,0.035716244052849365,83.48791819750421,372.57650783704605,-313.1802329192886,685.7567407563347,0.1724325688938431,1.16675417516724,4182140.2563619465,1265.0585730877685,12849.13802761396,6.3,25843467.592523232,214546662.62129712,655230778.8126125,386415574.2631769,evid0006,0
171,1530,-0.015131074708179095,37.08654973246387,144.29483830688042,-133.29050012624037,277.5853384331208,0.05019347940169748,0.24780884640953493,825247.4400047627,650.702758142496,4521.827777955859,1.0,21390528.962786455,62117155.39688346,99575705.99018101,85315354.93008584,evid0006,0
172,1560,-0.03762409474556077,27.7928868340164,121.76482701775944,-76.64603662369103,198.41086364145048,0.14328926427272407,0.2717326517161198,463467.5844845686,506.19212024818324,4417.745328097628,1.0,20512972.553830456,45563510.89791684,35666651.80583198,57769942.87158834,evid0006,0
173,1590,0.13019494059936088,31.781621936843344,108.16134686399026,-154.5510440735866,262.71239093757686,-0.10635810145430352,0.64245291040515,606053.0661953997,567.2562578708043,5384.198308502343,1.0,29530498.258159596,56829907.03487229,40597133.28869933,84429918.75515527,evid0006,0
174,1620,-0.01292349986403939,64.23702824375711,198.12001988246533,-238.01273185989874,436.13275174236406,-0.11042505850397266,0.4590086390688852,2475837.578763658,1012.8972736129957,9542.998182384406,3.8666666666666667,20640097.34680262,112012000.02105884,350350995.5436479,283651711.31399924,evid0006,0
175,1650,-0.1154568111291761,37.632300958471056,118.69078259890912,-114.50023202130386,233.19101462021297,0.04465758251070655,0.2744290767546005,849722.0434225067,630.6762456081829,4714.290184336707,1.0,22873718.92977401,53508367.73627226,93927682.48687078,109521529.96097478,evid0006,0
176,1680,-0.04680719183825815,38.863837039944,116.91472697716094,-115.03711373594952,231.95184071311047,-0.01858411980153425,-0.17854335173013336,906240.0122283186,662.5636353041009,5433.549950534288,6.333333333333333,25711086.211741995,74742329.30370146,96083373.80611591,103401153.0148658,evid0006,0
177,1710,0.03879288965769381,36.6193475342574,103.93443633626607,-122.17615321761465,226.11058955388074,-0.09356144488850573,0.1442034012186637,804586.871233807,629.1030127568771,4488.319198391432,1.0,21493890.50808333,65041895.90958087,99745725.18546484,76155743.48714924,evid0006,0
178,1740,0.048753261750627386,44.69262290491458,152.33564879760547,-152.81477894813125,305.1504277457367,0.1874816649641852,0.7666509437869848,1198459.7514008563,794.7586417878463,5398.465638921042,3.8333333333333335,21627124.67999069,107913801.83319522,136151380.1923346,116904072.70096938,evid0006,0
179,1770,-0.06032260472343663,41.66365158022616,156.07314294471962,-116.94350700856279,273.0166499532824,0.1598185999996231,0.26760449492529004,1041518.1010890735,634.5511444879423,6662.377028346065,3.8333333333333335,26356984.986631516,59467614.024820365,150825539.15001512,101243738.82191703,evid0006,0
180,1800,-0.05490305963814206,41.715474618348374,133.47954268365848,-112.58784253895874,246.06738522261722,0.09233033516952548,-0.18436544035747238,1044110.3021880148,706.8384659024562,5036.581328413636,3.8666666666666667,20693697.36233588,69178254.24870004,146610323.81302136,97132845.75333056,evid0006,0
181,1830,0.09437942521219739,54.755190336511696,149.8634150295629,-150.67396995572886,300.53738498529174,0.026283568342888874,-0.10177166945327976,1798883.8657581161,835.2955216330788,10917.080242042135,6.333333333333333,24953722.675206,81757802.60417554,206747342.71760625,253109687.01259923,evid0006,0
182,1860,0.08369711459429657,63.0794215153571,172.13315109229865,-172.98784304425317,345.1209941365518,-0.03577729286604511,-0.24342781010605474,2387412.254351452,939.0216589135264,9823.794080157995,3.966666666666667,20424001.66400052,107818533.8993047,373606687.6972403,233220477.6096766,evid0006,0
183,1890,-0.18333954030020322,62.15789239751981,165.467733903326,-177.59189609602666,343.05962999935264,-0.023004016081329865,-0.29216466177994693,2318182.3204132137,906.0447852885845,14462.469978667148,6.333333333333333,21565691.07324324,79107881.33644134,244760866.30875954,371722739.9090743,evid0006,0
184,1920,0.04279854492785851,42.56026577320326,144.98279878083048,-137.8900768746727,282.8728756555032,0.03478434774600176,0.3575907205662858,1086826.832640687,730.7124887795967,4822.279211432736,1.0,24704170.43744887,72449622.10337391,115979989.52138036,136907139.38236725,evid0006,0
185,1950,0.029217508051200505,35.49789751584954,134.5607549416548,-177.792348372985,312.35310331463984,-0.03559144095765682,1.1969480096065626,756060.9490251201,624.5739153233216,5181.995928474074,1.0,27361780.528534643,52037594.116626985,67335928.71068643,107685968.26558435,evid0006,0
186,1980,0.07834798516018494,49.14044773113323,194.44492619070542,-162.11870106079235,356.5636272514978,0.12786506993130017,0.8129972055557335,1448873.8449738093,788.5046131217555,7256.125311400583,6.333333333333333,26728984.76838285,64092540.5436654,160204937.55885795,210998292.6805498,evid0006,0
187,2010,-0.08402216326517489,41.964563465273095,180.96053479827785,-171.62375627000097,352.58429106827884,-0.09362616736650682,1.3260294507735484,1056618.987932912,716.6677714734249,4712.213924604774,1.0,22853757.174572147,63436243.8532023,105322818.29093161,148019409.2369123,evid0006,0
188,2040,-0.16067384037490712,66.39464653395093,237.68808177578234,-275.016218604036,512.7043003798183,-0.17776268305736634,2.4365009248826324,2644964.9426707583,1125.4767153726941,10325.736726139014,3.8666666666666667,19824182.038172636,131387985.09441261,377482317.4834187,289050114.98444265,evid0006,0
189,2070,0.08554946248011286,112.20218977699722,392.8001467812385,-375.82526389288427,768.6254106741228,-0.014973332762077143,0.17432311329193384,7553603.225678297,1629.747881683123,20955.328837239333,3.8333333333333335,26329816.65726892,287677233.2179759,1132718601.233992,846720953.0091944,evid0006,0
190,2100,0.13072890396463535,96.62626332048906,283.09577957690624,-262.1210127303941,545.2167923073004,0.03282867045414401,-0.0904118967469798,5601991.111996092,1511.5621439975043,17009.23217219672,3.966666666666667,30127680.648818173,201405855.2081671,1024771068.714521,467760780.92668986,evid0006,0
191,2130,0.1164835125012661,292.6576653961249,1202.152891449879,-885.8718858531058,2088.024777302985,0.13382387419191072,0.5809579221403061,51389113.61011134,4033.3342328116473,46234.987671328716,2.3666666666666667,92448856.18104996,12419044497.406462,2037392665.2996802,1015263688.6749084,evid0006,1
192,2160,0.835057251221527,408.6486085170451,1228.435663439531,-1283.487885597804,2511.923549037335,-0.0698622346872445,0.009821052883577153,100196629.538118,5470.056847634366,53826.174293963275,2.433333333333333,330591244.2574634,24527577808.628563,4597102376.030395,907338034.6625879,evid0006,0
193,2190,-0.8212841963047591,380.210735636024,1247.5028103308687,-1122.96436491953,2370.4671752503987,-0.020157191217328115,-0.241522977555225,86736526.80037056,5121.680115842812,50667.95944669623,2.433333333333333,56270046.819487974,21051848413.84153,3917505597.791837,1060284103.7312454,evid0006,0
194,2220,0.28332035302329606,373.29543498245005,1059.5632797871303,-1003.0557727910402,2062.6190525781703,0.014930098807545103,-0.29864531204563693,83609737.2294954,5299.41715364406,43326.43250741288,2.3666666666666667,130543382.262351,19850750903.024834,4121063622.549345,1212958730.7582626,evid0006,0
195,2250,-0.17007608823308298,387.2108733442119,1171.5017010592067,-1695.1011442001952,2866.602845259402,-0.07547008611420926,0.6038125091728315,89959373.61711788,5894.567980769284,42676.443341647166,6.333333333333333,87598875.38154395,14375634608.619936,7590970321.241222,4980292279.320336,evid0006,0
196,2280,-1.0822369997312327,345.88187795488585,925.4895900007432,-1206.5590904831581,2132.048680483901,-0.01228659712426445,-0.25519846096048937,71781266.84071329,5363.6119783755275,40516.69100579191,2.3,84840649.88256526,12002106110.102608,5836026449.283298,3681922715.7963367,evid0006,0
197,2310,1.9321492967753886,283.63392076323896,718.0191980881318,-703.2864618374006,1421.3056599255324,0.011595759021768565,-0.49748641800995497,48271160.5250594,4189.5139882698,32597.6907555059,2.0666666666666664,196888164.6160252,10796488189.495676,3028421532.9803205,754889382.4145787,evid0006,0
198,2340,-0.8408319241985646,253.04329375402958,878.782308693312,-842.7548221883412,1721.5371308816532,0.23172882536495,0.47480566222098464,38418969.30732771,3867.158344367502,25436.143700978082,2.1,83479689.28416666,7958180129.79703,2540188469.0004787,1018336886.9623548,evid0006,0
199,2370,-0.24783562984764104,302.9001219549779,828.7131300499777,-994.892785811443,1823.6059158614207,-0.024676252351074783,-0.235198142204732,55049127.18170394,4779.482757361729,40908.48913299508,3.966666666666667,89407186.62537533,9759182451.16618,4050809921.9831448,2709176384.559101,evid0006,0
200,2400,-0.6846859875318482,266.0947857394699,650.3444900219388,-827.709309688406,1478.0537997103447,-0.18680738200897742,-0.16360203654127536,42484142.27558155,4099.460161275172,37751.64233893626,3.966666666666667,46921339.44361577,7485320148.65099,3780435978.8658485,1472266233.6645563,evid0006,0
201,2430,0.8206894471882833,212.93885878888958,672.9118835986228,-770.4622930642057,1443.3741766628286,0.015777609758894775,0.12277960951340905,27206178.668090038,3250.617670728343,28597.228205876145,2.466666666666667,64898227.81643102,5947119019.048359,1646580779.9443183,559923687.583686,evid0006,0
202,2460,0.43431030424771144,184.97682937423485,631.2674442656264,-581.1405231136766,1212.407967379303,0.0419849920345979,0.10683677135137382,20529969.6184711,2863.04819811897,20291.289387242377,2.0666666666666664,46090280.26186663,4419413544.859834,1182399712.0164866,567921202.8844821,evid0006,0
